,text,polarity
253,ما شاء الله رجع لنا ذكريات  سنة فاتت,Positive
254,لكن,Neutral
255,المكان جميل جدا  شكرا لكل من ساهم في انشاءه,Positive
256,الحديقة جدا جميله تنظيم وترتيب ملحوظ شكرا للمنظمين والمشرفين لتواجدهم في كل مكان بالحديقه وارشاداتهم لزوار وشاهدت تطور اكثر فيها,Positive
257,للاسف كان مغلق لما رحنا له بس برضو الحديقه رائعة,Negative
258,معلم حضاري ثراثي,Positive
259,قفل,Neutral
260,متحف جميل جدا تم تطويرة اذكر زمان ما في غير سور,Positive
261,رائعة وبها عدد لا باس به من الطيور و وقرد وحيد وبها كافيه ومطعم متواضع مناسبة للاطفال,Neutral
262,فيه استغلال للناس من المحلات الموجودة هناك  والموقع صغير  لا يوجد لوحات ارشادية,Neutral
263,لا تفوت زيارتها,Neutral
264,جميل ونظيف ويحتاج زياده في محلات القهوه والحلا والاكل,Positive
265,جميل وهادئ ومرتب ليت كل المدن تنهج نهج مدينة ينبع الجميلة,Positive
266,حلوة,Neutral
267,منظر خلاب تستطيع رؤية ابها كامله,Positive
268,حديقة جميلة وكبيرة وفيها حيوانات كثير بصراحة التجول فيها ممتع جدا,Positive
269,رائع بكل المقاييس ارسال,Positive
270,منطقه جدا هادئه  حديقه كبيييره جدا لكن لا يوجد بها الا مكان واحد به لعبتين لم تم ازالة باقي الالعاب لا يوجد كوفي او اي مكان لبيع الماء او اي شي,Positive
271,المكان رائع ثري بالمعلومات والي بيسوي رجيم يروح اثنين بواحد ثقافه وتخسيس البسو سبورت لنو المكان كبير ماشاءالله,Neutral
272,المعاملة في منتهى السوء والفظاظة كلمت قيم المتحف هاتفيا واخبرني انه سيفتح المتحف لي الان وحين وصلت قال لي انهم يفتحون بعد ثلاثة ساعات المكان ملئ بالتحف ومحاكاة للمهن التراثية,Positive
273,مكان يستحق الزيارة خاصة ان اخد مواقع موسم الرياض,Positive
274,متحف جميل ويقع بجنب حصن المربع والدخول المتحف بقيمة ريال سعودي ويحتوي على الكثير من المعلومات التاريخية عن الحضارة الاسلامية والدولة السعودية الاولى والثانية والعديد من القطع الاثرية القديمة يختصر حكاية الاف السنين في زيارة واحدة,Positive
275,مهايطية,Neutral
276,تلفريك السودة ااشخاص ب   ينزل على رجال المع,Neutral
277,حديقة كبيرة ومتنوعة ويكثر فيها المسطحات الخضراء وسعر الدخول مناسب ولكن يعيبها موقعها في اكثر الاحياء ازدحاما ويصعب عليك ايجاد مكان تركن به سيارتكوالقطار بداخله ليس له مسار مخصص,Positive
278,مكان جميل ولاكن الاسعار جنونيه في الكفيهات     من سمح لهم بذالك,Positive
279,الموقع ممتاز  المكان وسخ وقذر العشب ميت الاهتمام صفر,Negative
280,المكان جميل وثري بالمعلومات واوقات الزيارة فيه مناسبة للجميع الدخول للمتحف مجانا كما وانه يوجد مرشد سياحي يمكن الاستعانه به لم يكتمل مشروع الترميم في المنطقة لذا سيكون الطريق اليه وعرا نوعا ما ووقوف الحافلات صعبا سيكتمل المشروع قريبا  انصح بزيارته,Positive
281,سطحي,Neutral
282,تطور واضح وملموس يحتاج الى اضافه فعاليات ترفيهية لجميع الفئات  اعجبني جناح امن الدوله لوجود فعاليات تجارب من قبل الحضور مثل الرمايه  نزول مضلي,Negative
283,المتحف مغلق منذ بداية كورونا الى الان لم يفتح للاسف,Positive
284,جميل والتنوع المعماري ممتاز والمكان يحتاج لتوفير صراف او توفير مدى لدى المحلات بالسوق,Positive
285,تجربتى بصدق تحمسنا ورحنا ونزلنا وسو لنا تخفيض بس ما قال لنا الموظف  حق التذاكر في مسابح تحت ولا كنت عملت حسابي المكان جميل لكنه يحتاج الصيانة لانه فريد من نوعه اتمنى لهم التوفيق الازدهار شكرا للمدير الرائع  اللي ما خرجنا من عندهم زعلانين شكرا له,Negative
286,جبل القارة تاريخ وارث عظيم وهو ليس سوى جزء من الاحساء فالاحساء تحمل حضارات وثقافات متعددة ولعل هذا الجبل وحكاياته اهم المعالم الموجودة بتلك الواحة المليئة بالروايات,Positive
287,اسعار طيبه وشغل ممتاز اعطيهم على ممتازين انصح بزيارتهم,Positive
288,مبنى رهيب وكانه كومة احجار ضخمه ولكن من الداخل رائع جدا ومذهل,Neutral
289,ولا غلطة يوم تكون ما فيها زحمة,Negative
290,الجو والمكان نعمة عظيمه من الله ولكن مشكلتي النظافه المطل اخر السودهوسخ جدااا اقل شي كان انضرب بويهاتغسلت الارض,Positive
291,مهرجان الجنادريه  ممتاز وتمنا تكون فتر كبيره جدا شهر  او يوم,Positive
292,هذه السنة الاولى لي لزيارة هذا الحدث الجميل والمعنى الاصيل للتراث الوطني لبلادي العزيزه وكل سنة قادمه لابد من زيارة وحضور مثل هذا الحدث التراثي الاصيل وانصح الجميع من شرق وغرب وجنوب وشمال الحضور ولا ننسى اخواننا الاعزاء الخليجيين والعرب لما لهم من مكانه داخل قلوبنا لزيارة التراث الوطني من الجنادرية بيتنا واحد,Positive
293,حديقه جميله ومساحتها كبيره من اجمل المناطق للعائلات بس يجب الاهتمام فيها اكثر من قبل هيئة الترفيه  لمثل هذي الاماكن نحتاج عندي ملاحظات,Positive
294,احلى شي بوقت الشتاء بالصيف ما انصح فيه,Positive
295,تجربه جميله ولكن مبالغ بسعر الشخص الواحد بريال,Positive
296,توقعته افضل بكثير  يفتقد التنظيم و الارشاد الخارجي للزائر الجديد حيث لا تعرف اين تقف و من اين تدخل و اين تبدا و ماذا هنا و هناك,Negative
297,جمييل كل شي في اثراء جمييل,Neutral
298,الحمدالله صار عندنا حديقة حيوانات جميله و مرتبه و نظيفة و المنظمين في كل مكان شكرا لكل من كان خلف نجاح هذه الحديقه  الحديقه كبيره و فيها انواع كثيرة جدا من الحيوانات و مجموعة مطاعم و مسموح تجيب معاك من برى اكل او,Positive
